C:\Bydon (piton)\PP_Lab_2\dataset\2900.jpg, dataset\2900.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3649.jpg, dataset\3649.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9538.jpg, dataset\9538.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6475.jpg, dataset\6475.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5483.jpg, dataset\5483.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8633.jpg, dataset\8633.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9905.jpg, dataset\9905.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7732.jpg, dataset\7732.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3220.jpg, dataset\3220.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4935.jpg, dataset\4935.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7977.jpg, dataset\7977.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3023.jpg, dataset\3023.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3987.jpg, dataset\3987.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8899.jpg, dataset\8899.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5739.jpg, dataset\5739.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8603.jpg, dataset\8603.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9203.jpg, dataset\9203.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6369.jpg, dataset\6369.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2626.jpg, dataset\2626.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5581.jpg, dataset\5581.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9298.jpg, dataset\9298.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4197.jpg, dataset\4197.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\423.jpg, dataset\423.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3240.jpg, dataset\3240.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3786.jpg, dataset\3786.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\1549.jpg, dataset\1549.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\585.jpg, dataset\585.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2301.jpg, dataset\2301.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4034.jpg, dataset\4034.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7162.jpg, dataset\7162.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4568.jpg, dataset\4568.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4461.jpg, dataset\4461.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9641.jpg, dataset\9641.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4003.jpg, dataset\4003.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\1171.jpg, dataset\1171.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3331.jpg, dataset\3331.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\890.jpg, dataset\890.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8647.jpg, dataset\8647.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\954.jpg, dataset\954.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7525.jpg, dataset\7525.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2409.jpg, dataset\2409.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6499.jpg, dataset\6499.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3136.jpg, dataset\3136.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3995.jpg, dataset\3995.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2187.jpg, dataset\2187.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2924.jpg, dataset\2924.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5692.jpg, dataset\5692.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\279.jpg, dataset\279.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4242.jpg, dataset\4242.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4658.jpg, dataset\4658.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\1420.jpg, dataset\1420.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2116.jpg, dataset\2116.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7366.jpg, dataset\7366.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3763.jpg, dataset\3763.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2826.jpg, dataset\2826.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8766.jpg, dataset\8766.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2124.jpg, dataset\2124.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7808.jpg, dataset\7808.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4254.jpg, dataset\4254.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8928.jpg, dataset\8928.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\411.jpg, dataset\411.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4724.jpg, dataset\4724.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7140.jpg, dataset\7140.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2982.jpg, dataset\2982.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8065.jpg, dataset\8065.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\1971.jpg, dataset\1971.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2279.jpg, dataset\2279.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3702.jpg, dataset\3702.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4051.jpg, dataset\4051.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5328.jpg, dataset\5328.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4528.jpg, dataset\4528.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6166.jpg, dataset\6166.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3668.jpg, dataset\3668.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5303.jpg, dataset\5303.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\837.jpg, dataset\837.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7664.jpg, dataset\7664.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7533.jpg, dataset\7533.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2995.jpg, dataset\2995.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5754.jpg, dataset\5754.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\1231.jpg, dataset\1231.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5283.jpg, dataset\5283.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3034.jpg, dataset\3034.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8164.jpg, dataset\8164.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7243.jpg, dataset\7243.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\766.jpg, dataset\766.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7889.jpg, dataset\7889.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4571.jpg, dataset\4571.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2720.jpg, dataset\2720.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8669.jpg, dataset\8669.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3149.jpg, dataset\3149.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7531.jpg, dataset\7531.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\7070.jpg, dataset\7070.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6577.jpg, dataset\6577.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6231.jpg, dataset\6231.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\1198.jpg, dataset\1198.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\3339.jpg, dataset\3339.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\5123.jpg, dataset\5123.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\605.jpg, dataset\605.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4826.jpg, dataset\4826.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\752.jpg, dataset\752.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\16.jpg, dataset\16.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\2755.jpg, dataset\2755.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4179.jpg, dataset\4179.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\4397.jpg, dataset\4397.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6524.jpg, dataset\6524.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\6784.jpg, dataset\6784.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9947.jpg, dataset\9947.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9407.jpg, dataset\9407.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9205.jpg, dataset\9205.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9316.jpg, dataset\9316.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\337.jpg, dataset\337.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6627.jpg, dataset\6627.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1469.jpg, dataset\1469.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3424.jpg, dataset\3424.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8836.jpg, dataset\8836.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3799.jpg, dataset\3799.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\906.jpg, dataset\906.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\646.jpg, dataset\646.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1273.jpg, dataset\1273.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2920.jpg, dataset\2920.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2486.jpg, dataset\2486.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3943.jpg, dataset\3943.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1926.jpg, dataset\1926.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5348.jpg, dataset\5348.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9110.jpg, dataset\9110.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8284.jpg, dataset\8284.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3193.jpg, dataset\3193.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8916.jpg, dataset\8916.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5404.jpg, dataset\5404.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1411.jpg, dataset\1411.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1419.jpg, dataset\1419.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9932.jpg, dataset\9932.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7204.jpg, dataset\7204.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8617.jpg, dataset\8617.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4919.jpg, dataset\4919.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4946.jpg, dataset\4946.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2969.jpg, dataset\2969.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3570.jpg, dataset\3570.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6504.jpg, dataset\6504.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5130.jpg, dataset\5130.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2702.jpg, dataset\2702.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\780.jpg, dataset\780.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2312.jpg, dataset\2312.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3162.jpg, dataset\3162.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3868.jpg, dataset\3868.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6141.jpg, dataset\6141.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9637.jpg, dataset\9637.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4096.jpg, dataset\4096.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8396.jpg, dataset\8396.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6421.jpg, dataset\6421.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4408.jpg, dataset\4408.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2062.jpg, dataset\2062.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2008.jpg, dataset\2008.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1728.jpg, dataset\1728.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5385.jpg, dataset\5385.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3835.jpg, dataset\3835.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6592.jpg, dataset\6592.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6854.jpg, dataset\6854.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4187.jpg, dataset\4187.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3429.jpg, dataset\3429.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4196.jpg, dataset\4196.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8194.jpg, dataset\8194.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9715.jpg, dataset\9715.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8381.jpg, dataset\8381.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8891.jpg, dataset\8891.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2395.jpg, dataset\2395.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4600.jpg, dataset\4600.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6605.jpg, dataset\6605.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4471.jpg, dataset\4471.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8698.jpg, dataset\8698.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5156.jpg, dataset\5156.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3900.jpg, dataset\3900.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3606.jpg, dataset\3606.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6023.jpg, dataset\6023.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7183.jpg, dataset\7183.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1046.jpg, dataset\1046.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3525.jpg, dataset\3525.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3347.jpg, dataset\3347.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9840.jpg, dataset\9840.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9949.jpg, dataset\9949.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4414.jpg, dataset\4414.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3128.jpg, dataset\3128.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\496.jpg, dataset\496.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8020.jpg, dataset\8020.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4451.jpg, dataset\4451.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9817.jpg, dataset\9817.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4300.jpg, dataset\4300.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1288.jpg, dataset\1288.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8360.jpg, dataset\8360.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2170.jpg, dataset\2170.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5589.jpg, dataset\5589.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7845.jpg, dataset\7845.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6880.jpg, dataset\6880.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2896.jpg, dataset\2896.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\182.jpg, dataset\182.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9304.jpg, dataset\9304.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9857.jpg, dataset\9857.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5709.jpg, dataset\5709.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4640.jpg, dataset\4640.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9784.jpg, dataset\9784.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2366.jpg, dataset\2366.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9032.jpg, dataset\9032.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6699.jpg, dataset\6699.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6889.jpg, dataset\6889.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6368.jpg, dataset\6368.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7017.jpg, dataset\7017.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3269.jpg, dataset\3269.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1149.jpg, dataset\1149.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3281.jpg, dataset\3281.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1931.jpg, dataset\1931.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4684.jpg, dataset\4684.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1614.jpg, dataset\1614.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1397.jpg, dataset\1397.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5406.jpg, dataset\5406.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6623.jpg, dataset\6623.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1233.jpg, dataset\1233.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6575.jpg, dataset\6575.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9102.jpg, dataset\9102.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1125.jpg, dataset\1125.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\595.jpg, dataset\595.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1798.jpg, dataset\1798.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8833.jpg, dataset\8833.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1735.jpg, dataset\1735.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1590.jpg, dataset\1590.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8145.jpg, dataset\8145.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4467.jpg, dataset\4467.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9335.jpg, dataset\9335.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4594.jpg, dataset\4594.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2097.jpg, dataset\2097.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6971.jpg, dataset\6971.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3928.jpg, dataset\3928.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4081.jpg, dataset\4081.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3748.jpg, dataset\3748.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9213.jpg, dataset\9213.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\690.jpg, dataset\690.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2673.jpg, dataset\2673.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7706.jpg, dataset\7706.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5206.jpg, dataset\5206.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7018.jpg, dataset\7018.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5771.jpg, dataset\5771.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1091.jpg, dataset\1091.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5767.jpg, dataset\5767.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8479.jpg, dataset\8479.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7178.jpg, dataset\7178.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3137.jpg, dataset\3137.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1269.jpg, dataset\1269.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2624.jpg, dataset\2624.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\789.jpg, dataset\789.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\900.jpg, dataset\900.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2424.jpg, dataset\2424.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9499.jpg, dataset\9499.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1205.jpg, dataset\1205.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2713.jpg, dataset\2713.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3758.jpg, dataset\3758.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8721.jpg, dataset\8721.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9881.jpg, dataset\9881.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9709.jpg, dataset\9709.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5861.jpg, dataset\5861.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7983.jpg, dataset\7983.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8562.jpg, dataset\8562.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2032.jpg, dataset\2032.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9933.jpg, dataset\9933.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3980.jpg, dataset\3980.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1699.jpg, dataset\1699.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7503.jpg, dataset\7503.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7668.jpg, dataset\7668.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1061.jpg, dataset\1061.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7111.jpg, dataset\7111.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\829.jpg, dataset\829.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\67.jpg, dataset\67.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\778.jpg, dataset\778.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7510.jpg, dataset\7510.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5158.jpg, dataset\5158.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3927.jpg, dataset\3927.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3817.jpg, dataset\3817.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8221.jpg, dataset\8221.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7582.jpg, dataset\7582.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\760.jpg, dataset\760.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1118.jpg, dataset\1118.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7775.jpg, dataset\7775.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1035.jpg, dataset\1035.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1460.jpg, dataset\1460.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5608.jpg, dataset\5608.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\105.jpg, dataset\105.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9890.jpg, dataset\9890.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\405.jpg, dataset\405.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3336.jpg, dataset\3336.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8998.jpg, dataset\8998.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3981.jpg, dataset\3981.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3117.jpg, dataset\3117.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8447.jpg, dataset\8447.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9085.jpg, dataset\9085.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\210.jpg, dataset\210.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3003.jpg, dataset\3003.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2582.jpg, dataset\2582.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7851.jpg, dataset\7851.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7828.jpg, dataset\7828.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4764.jpg, dataset\4764.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6329.jpg, dataset\6329.jpg, Dog
