C:\Bydon (piton)\PP_Lab_2\dataset\cat_0000.jpg, dataset\cat_0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0789.jpg, dataset\cat_0789.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0790.jpg, dataset\cat_0790.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0791.jpg, dataset\cat_0791.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0792.jpg, dataset\cat_0792.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0793.jpg, dataset\cat_0793.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0794.jpg, dataset\cat_0794.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0795.jpg, dataset\cat_0795.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0796.jpg, dataset\cat_0796.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0797.jpg, dataset\cat_0797.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0798.jpg, dataset\cat_0798.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0799.jpg, dataset\cat_0799.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0800.jpg, dataset\cat_0800.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0801.jpg, dataset\cat_0801.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0802.jpg, dataset\cat_0802.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0803.jpg, dataset\cat_0803.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0804.jpg, dataset\cat_0804.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0805.jpg, dataset\cat_0805.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0806.jpg, dataset\cat_0806.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0807.jpg, dataset\cat_0807.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0808.jpg, dataset\cat_0808.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0809.jpg, dataset\cat_0809.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0810.jpg, dataset\cat_0810.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0811.jpg, dataset\cat_0811.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0812.jpg, dataset\cat_0812.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0813.jpg, dataset\cat_0813.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0814.jpg, dataset\cat_0814.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0815.jpg, dataset\cat_0815.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0816.jpg, dataset\cat_0816.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0817.jpg, dataset\cat_0817.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0818.jpg, dataset\cat_0818.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0819.jpg, dataset\cat_0819.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0820.jpg, dataset\cat_0820.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0821.jpg, dataset\cat_0821.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0822.jpg, dataset\cat_0822.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0823.jpg, dataset\cat_0823.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0824.jpg, dataset\cat_0824.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0825.jpg, dataset\cat_0825.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0826.jpg, dataset\cat_0826.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0827.jpg, dataset\cat_0827.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0828.jpg, dataset\cat_0828.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0829.jpg, dataset\cat_0829.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0830.jpg, dataset\cat_0830.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0831.jpg, dataset\cat_0831.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0832.jpg, dataset\cat_0832.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0833.jpg, dataset\cat_0833.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0834.jpg, dataset\cat_0834.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0835.jpg, dataset\cat_0835.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0836.jpg, dataset\cat_0836.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0837.jpg, dataset\cat_0837.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0838.jpg, dataset\cat_0838.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0839.jpg, dataset\cat_0839.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0840.jpg, dataset\cat_0840.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0841.jpg, dataset\cat_0841.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0842.jpg, dataset\cat_0842.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0843.jpg, dataset\cat_0843.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0844.jpg, dataset\cat_0844.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0845.jpg, dataset\cat_0845.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0846.jpg, dataset\cat_0846.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0847.jpg, dataset\cat_0847.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0848.jpg, dataset\cat_0848.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0849.jpg, dataset\cat_0849.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0850.jpg, dataset\cat_0850.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0851.jpg, dataset\cat_0851.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0852.jpg, dataset\cat_0852.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0853.jpg, dataset\cat_0853.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0854.jpg, dataset\cat_0854.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0855.jpg, dataset\cat_0855.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0856.jpg, dataset\cat_0856.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0857.jpg, dataset\cat_0857.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0858.jpg, dataset\cat_0858.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0859.jpg, dataset\cat_0859.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0860.jpg, dataset\cat_0860.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0861.jpg, dataset\cat_0861.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0862.jpg, dataset\cat_0862.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0863.jpg, dataset\cat_0863.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0864.jpg, dataset\cat_0864.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0865.jpg, dataset\cat_0865.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0866.jpg, dataset\cat_0866.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0867.jpg, dataset\cat_0867.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0868.jpg, dataset\cat_0868.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0869.jpg, dataset\cat_0869.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0870.jpg, dataset\cat_0870.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0871.jpg, dataset\cat_0871.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0872.jpg, dataset\cat_0872.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0873.jpg, dataset\cat_0873.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0874.jpg, dataset\cat_0874.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0875.jpg, dataset\cat_0875.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0876.jpg, dataset\cat_0876.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0877.jpg, dataset\cat_0877.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0878.jpg, dataset\cat_0878.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0879.jpg, dataset\cat_0879.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0880.jpg, dataset\cat_0880.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0881.jpg, dataset\cat_0881.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0882.jpg, dataset\cat_0882.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0883.jpg, dataset\cat_0883.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0884.jpg, dataset\cat_0884.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0885.jpg, dataset\cat_0885.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0886.jpg, dataset\cat_0886.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0887.jpg, dataset\cat_0887.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0888.jpg, dataset\cat_0888.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0889.jpg, dataset\cat_0889.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0890.jpg, dataset\cat_0890.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0891.jpg, dataset\cat_0891.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0892.jpg, dataset\cat_0892.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0893.jpg, dataset\cat_0893.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0894.jpg, dataset\cat_0894.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0895.jpg, dataset\cat_0895.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0896.jpg, dataset\cat_0896.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0897.jpg, dataset\cat_0897.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0898.jpg, dataset\cat_0898.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0899.jpg, dataset\cat_0899.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0900.jpg, dataset\cat_0900.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0901.jpg, dataset\cat_0901.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0902.jpg, dataset\cat_0902.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0903.jpg, dataset\cat_0903.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0904.jpg, dataset\cat_0904.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0905.jpg, dataset\cat_0905.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0906.jpg, dataset\cat_0906.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0907.jpg, dataset\cat_0907.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0908.jpg, dataset\cat_0908.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0909.jpg, dataset\cat_0909.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0910.jpg, dataset\cat_0910.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0911.jpg, dataset\cat_0911.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0912.jpg, dataset\cat_0912.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0913.jpg, dataset\cat_0913.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0914.jpg, dataset\cat_0914.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0915.jpg, dataset\cat_0915.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0916.jpg, dataset\cat_0916.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0917.jpg, dataset\cat_0917.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0918.jpg, dataset\cat_0918.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0919.jpg, dataset\cat_0919.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0920.jpg, dataset\cat_0920.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0921.jpg, dataset\cat_0921.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0922.jpg, dataset\cat_0922.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0923.jpg, dataset\cat_0923.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0924.jpg, dataset\cat_0924.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0925.jpg, dataset\cat_0925.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0926.jpg, dataset\cat_0926.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0927.jpg, dataset\cat_0927.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0928.jpg, dataset\cat_0928.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0929.jpg, dataset\cat_0929.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0930.jpg, dataset\cat_0930.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0931.jpg, dataset\cat_0931.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0932.jpg, dataset\cat_0932.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0933.jpg, dataset\cat_0933.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0934.jpg, dataset\cat_0934.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0935.jpg, dataset\cat_0935.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0936.jpg, dataset\cat_0936.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0937.jpg, dataset\cat_0937.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0938.jpg, dataset\cat_0938.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0939.jpg, dataset\cat_0939.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0940.jpg, dataset\cat_0940.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0941.jpg, dataset\cat_0941.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0942.jpg, dataset\cat_0942.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0943.jpg, dataset\cat_0943.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0944.jpg, dataset\cat_0944.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0945.jpg, dataset\cat_0945.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0946.jpg, dataset\cat_0946.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0947.jpg, dataset\cat_0947.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0948.jpg, dataset\cat_0948.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0949.jpg, dataset\cat_0949.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0950.jpg, dataset\cat_0950.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0951.jpg, dataset\cat_0951.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0952.jpg, dataset\cat_0952.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0953.jpg, dataset\cat_0953.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0954.jpg, dataset\cat_0954.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0955.jpg, dataset\cat_0955.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0956.jpg, dataset\cat_0956.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0957.jpg, dataset\cat_0957.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0958.jpg, dataset\cat_0958.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0959.jpg, dataset\cat_0959.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0960.jpg, dataset\cat_0960.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0961.jpg, dataset\cat_0961.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0962.jpg, dataset\cat_0962.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0963.jpg, dataset\cat_0963.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0964.jpg, dataset\cat_0964.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0965.jpg, dataset\cat_0965.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0966.jpg, dataset\cat_0966.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0967.jpg, dataset\cat_0967.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0968.jpg, dataset\cat_0968.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0969.jpg, dataset\cat_0969.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0970.jpg, dataset\cat_0970.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0971.jpg, dataset\cat_0971.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0972.jpg, dataset\cat_0972.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0973.jpg, dataset\cat_0973.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0974.jpg, dataset\cat_0974.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0975.jpg, dataset\cat_0975.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0976.jpg, dataset\cat_0976.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0977.jpg, dataset\cat_0977.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0978.jpg, dataset\cat_0978.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0979.jpg, dataset\cat_0979.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0980.jpg, dataset\cat_0980.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0981.jpg, dataset\cat_0981.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0982.jpg, dataset\cat_0982.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0983.jpg, dataset\cat_0983.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0984.jpg, dataset\cat_0984.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0985.jpg, dataset\cat_0985.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0986.jpg, dataset\cat_0986.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0987.jpg, dataset\cat_0987.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0988.jpg, dataset\cat_0988.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0989.jpg, dataset\cat_0989.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0990.jpg, dataset\cat_0990.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0991.jpg, dataset\cat_0991.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0992.jpg, dataset\cat_0992.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0993.jpg, dataset\cat_0993.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0994.jpg, dataset\cat_0994.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0995.jpg, dataset\cat_0995.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0996.jpg, dataset\cat_0996.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0997.jpg, dataset\cat_0997.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0998.jpg, dataset\cat_0998.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\cat_0999.jpg, dataset\cat_0999.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0000.jpg, dataset\dog_0000.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0001.jpg, dataset\dog_0001.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0002.jpg, dataset\dog_0002.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0003.jpg, dataset\dog_0003.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0004.jpg, dataset\dog_0004.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0005.jpg, dataset\dog_0005.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0006.jpg, dataset\dog_0006.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0007.jpg, dataset\dog_0007.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0008.jpg, dataset\dog_0008.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0009.jpg, dataset\dog_0009.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0010.jpg, dataset\dog_0010.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0011.jpg, dataset\dog_0011.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0012.jpg, dataset\dog_0012.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0013.jpg, dataset\dog_0013.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0014.jpg, dataset\dog_0014.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0015.jpg, dataset\dog_0015.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0016.jpg, dataset\dog_0016.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0017.jpg, dataset\dog_0017.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0018.jpg, dataset\dog_0018.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0019.jpg, dataset\dog_0019.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0020.jpg, dataset\dog_0020.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0021.jpg, dataset\dog_0021.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0022.jpg, dataset\dog_0022.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0023.jpg, dataset\dog_0023.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0024.jpg, dataset\dog_0024.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0025.jpg, dataset\dog_0025.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0026.jpg, dataset\dog_0026.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0027.jpg, dataset\dog_0027.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0028.jpg, dataset\dog_0028.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0029.jpg, dataset\dog_0029.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0030.jpg, dataset\dog_0030.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0031.jpg, dataset\dog_0031.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0032.jpg, dataset\dog_0032.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0033.jpg, dataset\dog_0033.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0034.jpg, dataset\dog_0034.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0035.jpg, dataset\dog_0035.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0036.jpg, dataset\dog_0036.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0037.jpg, dataset\dog_0037.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0038.jpg, dataset\dog_0038.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0039.jpg, dataset\dog_0039.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0040.jpg, dataset\dog_0040.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0041.jpg, dataset\dog_0041.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0042.jpg, dataset\dog_0042.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0043.jpg, dataset\dog_0043.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0044.jpg, dataset\dog_0044.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0045.jpg, dataset\dog_0045.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0046.jpg, dataset\dog_0046.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0047.jpg, dataset\dog_0047.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0048.jpg, dataset\dog_0048.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0049.jpg, dataset\dog_0049.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0050.jpg, dataset\dog_0050.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0051.jpg, dataset\dog_0051.jpg, Dog
