C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0000.jpg, dataset\Cats\0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0760.jpg, dataset\Cats\0760.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0761.jpg, dataset\Cats\0761.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0762.jpg, dataset\Cats\0762.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0763.jpg, dataset\Cats\0763.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0764.jpg, dataset\Cats\0764.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0765.jpg, dataset\Cats\0765.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0766.jpg, dataset\Cats\0766.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0767.jpg, dataset\Cats\0767.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0768.jpg, dataset\Cats\0768.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0769.jpg, dataset\Cats\0769.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0770.jpg, dataset\Cats\0770.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0771.jpg, dataset\Cats\0771.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0772.jpg, dataset\Cats\0772.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0773.jpg, dataset\Cats\0773.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0774.jpg, dataset\Cats\0774.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0775.jpg, dataset\Cats\0775.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0776.jpg, dataset\Cats\0776.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0777.jpg, dataset\Cats\0777.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0778.jpg, dataset\Cats\0778.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0779.jpg, dataset\Cats\0779.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0780.jpg, dataset\Cats\0780.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0781.jpg, dataset\Cats\0781.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0782.jpg, dataset\Cats\0782.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0783.jpg, dataset\Cats\0783.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0784.jpg, dataset\Cats\0784.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0785.jpg, dataset\Cats\0785.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0786.jpg, dataset\Cats\0786.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0787.jpg, dataset\Cats\0787.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0788.jpg, dataset\Cats\0788.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0789.jpg, dataset\Cats\0789.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0790.jpg, dataset\Cats\0790.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0791.jpg, dataset\Cats\0791.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0792.jpg, dataset\Cats\0792.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0793.jpg, dataset\Cats\0793.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0794.jpg, dataset\Cats\0794.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0795.jpg, dataset\Cats\0795.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0796.jpg, dataset\Cats\0796.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0797.jpg, dataset\Cats\0797.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0798.jpg, dataset\Cats\0798.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0799.jpg, dataset\Cats\0799.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0800.jpg, dataset\Cats\0800.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0801.jpg, dataset\Cats\0801.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0802.jpg, dataset\Cats\0802.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0803.jpg, dataset\Cats\0803.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0804.jpg, dataset\Cats\0804.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0805.jpg, dataset\Cats\0805.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0806.jpg, dataset\Cats\0806.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0807.jpg, dataset\Cats\0807.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0808.jpg, dataset\Cats\0808.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0809.jpg, dataset\Cats\0809.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0810.jpg, dataset\Cats\0810.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0811.jpg, dataset\Cats\0811.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0812.jpg, dataset\Cats\0812.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0813.jpg, dataset\Cats\0813.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0814.jpg, dataset\Cats\0814.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0815.jpg, dataset\Cats\0815.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0816.jpg, dataset\Cats\0816.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0817.jpg, dataset\Cats\0817.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0818.jpg, dataset\Cats\0818.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0819.jpg, dataset\Cats\0819.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0820.jpg, dataset\Cats\0820.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0821.jpg, dataset\Cats\0821.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0822.jpg, dataset\Cats\0822.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0823.jpg, dataset\Cats\0823.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0824.jpg, dataset\Cats\0824.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0825.jpg, dataset\Cats\0825.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0826.jpg, dataset\Cats\0826.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0827.jpg, dataset\Cats\0827.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0828.jpg, dataset\Cats\0828.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0829.jpg, dataset\Cats\0829.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0830.jpg, dataset\Cats\0830.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0831.jpg, dataset\Cats\0831.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0832.jpg, dataset\Cats\0832.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0833.jpg, dataset\Cats\0833.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0834.jpg, dataset\Cats\0834.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0835.jpg, dataset\Cats\0835.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0836.jpg, dataset\Cats\0836.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0837.jpg, dataset\Cats\0837.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0838.jpg, dataset\Cats\0838.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0839.jpg, dataset\Cats\0839.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0840.jpg, dataset\Cats\0840.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0841.jpg, dataset\Cats\0841.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0842.jpg, dataset\Cats\0842.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0843.jpg, dataset\Cats\0843.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0844.jpg, dataset\Cats\0844.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0845.jpg, dataset\Cats\0845.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0846.jpg, dataset\Cats\0846.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0847.jpg, dataset\Cats\0847.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0848.jpg, dataset\Cats\0848.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0849.jpg, dataset\Cats\0849.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0850.jpg, dataset\Cats\0850.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0851.jpg, dataset\Cats\0851.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0852.jpg, dataset\Cats\0852.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0853.jpg, dataset\Cats\0853.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0854.jpg, dataset\Cats\0854.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0855.jpg, dataset\Cats\0855.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0856.jpg, dataset\Cats\0856.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0857.jpg, dataset\Cats\0857.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0858.jpg, dataset\Cats\0858.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0859.jpg, dataset\Cats\0859.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0860.jpg, dataset\Cats\0860.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0861.jpg, dataset\Cats\0861.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0862.jpg, dataset\Cats\0862.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0863.jpg, dataset\Cats\0863.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0864.jpg, dataset\Cats\0864.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0865.jpg, dataset\Cats\0865.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0866.jpg, dataset\Cats\0866.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0867.jpg, dataset\Cats\0867.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0868.jpg, dataset\Cats\0868.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0869.jpg, dataset\Cats\0869.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0870.jpg, dataset\Cats\0870.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0871.jpg, dataset\Cats\0871.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0872.jpg, dataset\Cats\0872.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0873.jpg, dataset\Cats\0873.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0874.jpg, dataset\Cats\0874.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0875.jpg, dataset\Cats\0875.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0876.jpg, dataset\Cats\0876.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0877.jpg, dataset\Cats\0877.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0878.jpg, dataset\Cats\0878.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0879.jpg, dataset\Cats\0879.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0880.jpg, dataset\Cats\0880.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0881.jpg, dataset\Cats\0881.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0882.jpg, dataset\Cats\0882.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0883.jpg, dataset\Cats\0883.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0884.jpg, dataset\Cats\0884.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0885.jpg, dataset\Cats\0885.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0886.jpg, dataset\Cats\0886.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0887.jpg, dataset\Cats\0887.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0888.jpg, dataset\Cats\0888.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0889.jpg, dataset\Cats\0889.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0890.jpg, dataset\Cats\0890.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0891.jpg, dataset\Cats\0891.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0892.jpg, dataset\Cats\0892.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0893.jpg, dataset\Cats\0893.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0894.jpg, dataset\Cats\0894.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0895.jpg, dataset\Cats\0895.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0896.jpg, dataset\Cats\0896.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0897.jpg, dataset\Cats\0897.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0898.jpg, dataset\Cats\0898.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0899.jpg, dataset\Cats\0899.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0900.jpg, dataset\Cats\0900.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0901.jpg, dataset\Cats\0901.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0902.jpg, dataset\Cats\0902.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0903.jpg, dataset\Cats\0903.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0904.jpg, dataset\Cats\0904.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0905.jpg, dataset\Cats\0905.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0906.jpg, dataset\Cats\0906.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0907.jpg, dataset\Cats\0907.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0908.jpg, dataset\Cats\0908.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0909.jpg, dataset\Cats\0909.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0910.jpg, dataset\Cats\0910.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0911.jpg, dataset\Cats\0911.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0912.jpg, dataset\Cats\0912.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0913.jpg, dataset\Cats\0913.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0914.jpg, dataset\Cats\0914.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0915.jpg, dataset\Cats\0915.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0916.jpg, dataset\Cats\0916.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0917.jpg, dataset\Cats\0917.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0918.jpg, dataset\Cats\0918.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0919.jpg, dataset\Cats\0919.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0920.jpg, dataset\Cats\0920.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0921.jpg, dataset\Cats\0921.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0922.jpg, dataset\Cats\0922.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0923.jpg, dataset\Cats\0923.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0924.jpg, dataset\Cats\0924.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0925.jpg, dataset\Cats\0925.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0926.jpg, dataset\Cats\0926.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0927.jpg, dataset\Cats\0927.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0928.jpg, dataset\Cats\0928.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0929.jpg, dataset\Cats\0929.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0930.jpg, dataset\Cats\0930.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0931.jpg, dataset\Cats\0931.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0932.jpg, dataset\Cats\0932.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0933.jpg, dataset\Cats\0933.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0934.jpg, dataset\Cats\0934.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0935.jpg, dataset\Cats\0935.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0936.jpg, dataset\Cats\0936.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0937.jpg, dataset\Cats\0937.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0938.jpg, dataset\Cats\0938.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0939.jpg, dataset\Cats\0939.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0940.jpg, dataset\Cats\0940.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0941.jpg, dataset\Cats\0941.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0942.jpg, dataset\Cats\0942.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0943.jpg, dataset\Cats\0943.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0944.jpg, dataset\Cats\0944.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0945.jpg, dataset\Cats\0945.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0946.jpg, dataset\Cats\0946.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0947.jpg, dataset\Cats\0947.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0948.jpg, dataset\Cats\0948.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0949.jpg, dataset\Cats\0949.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0950.jpg, dataset\Cats\0950.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0951.jpg, dataset\Cats\0951.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0952.jpg, dataset\Cats\0952.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0953.jpg, dataset\Cats\0953.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0954.jpg, dataset\Cats\0954.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0955.jpg, dataset\Cats\0955.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0956.jpg, dataset\Cats\0956.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0957.jpg, dataset\Cats\0957.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0958.jpg, dataset\Cats\0958.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0959.jpg, dataset\Cats\0959.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0960.jpg, dataset\Cats\0960.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0961.jpg, dataset\Cats\0961.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0962.jpg, dataset\Cats\0962.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0963.jpg, dataset\Cats\0963.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0964.jpg, dataset\Cats\0964.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0965.jpg, dataset\Cats\0965.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0966.jpg, dataset\Cats\0966.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0967.jpg, dataset\Cats\0967.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0968.jpg, dataset\Cats\0968.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0969.jpg, dataset\Cats\0969.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0970.jpg, dataset\Cats\0970.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0971.jpg, dataset\Cats\0971.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0972.jpg, dataset\Cats\0972.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0973.jpg, dataset\Cats\0973.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0974.jpg, dataset\Cats\0974.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0975.jpg, dataset\Cats\0975.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0976.jpg, dataset\Cats\0976.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0977.jpg, dataset\Cats\0977.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0978.jpg, dataset\Cats\0978.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0979.jpg, dataset\Cats\0979.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0980.jpg, dataset\Cats\0980.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0981.jpg, dataset\Cats\0981.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0982.jpg, dataset\Cats\0982.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0983.jpg, dataset\Cats\0983.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0984.jpg, dataset\Cats\0984.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0985.jpg, dataset\Cats\0985.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0986.jpg, dataset\Cats\0986.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0987.jpg, dataset\Cats\0987.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0988.jpg, dataset\Cats\0988.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0989.jpg, dataset\Cats\0989.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0990.jpg, dataset\Cats\0990.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0991.jpg, dataset\Cats\0991.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0992.jpg, dataset\Cats\0992.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0993.jpg, dataset\Cats\0993.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0994.jpg, dataset\Cats\0994.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0995.jpg, dataset\Cats\0995.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0996.jpg, dataset\Cats\0996.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0997.jpg, dataset\Cats\0997.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0998.jpg, dataset\Cats\0998.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0999.jpg, dataset\Cats\0999.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0000.jpg, dataset\Dogs\0000.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0001.jpg, dataset\Dogs\0001.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0002.jpg, dataset\Dogs\0002.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0003.jpg, dataset\Dogs\0003.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0004.jpg, dataset\Dogs\0004.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0005.jpg, dataset\Dogs\0005.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0006.jpg, dataset\Dogs\0006.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0007.jpg, dataset\Dogs\0007.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0008.jpg, dataset\Dogs\0008.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0009.jpg, dataset\Dogs\0009.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0010.jpg, dataset\Dogs\0010.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0011.jpg, dataset\Dogs\0011.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0012.jpg, dataset\Dogs\0012.jpg, Dog
